,fit,M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M1M2,M1M3,M1M4,M1M5,M1M6,M1M7,M1M8,M2M2,M2M3,M2M4,M2M5,M2M6,M2M7,M2M8,M3M3,M3M4,M3M5,M3M6,M3M7,M3M8,M4M4,M4M5,M4M6,M4M7,M4M8,M5M5,M5M6,M5M7,M5M8,M6M6,M6M7,M6M8,M7M7,M7M8,M8M8
42,-0.03651884282881007,13.016063809614337,-18.3737187209168,-2266.413803449411,-2264.8991922394384,73.24401752470096,-49.839427253670124,-43250.568227743424,-1270.9536917042492,169.4179170959521,-239.15349529135858,-29499.786684688257,-29480.072408532502,953.3488057740185,-648.7131653684022,-562952.1558543869,-16542.814350287415,337.5935396353684,41642.44972978268,41614.62068943911,-1345.764975988756,915.7356175705296,794673.7751363786,23352.14563868468,5136631.528466024,5133198.792712884,-166001.2523380728,112956.76588373072,98023684.83838822,2880506.9904234973,5129768.351006861,-165890.31612806648,112881.27852851372,97958177.0429128,2878581.9897146863,5364.686103158702,-3650.4398831888734,-3167845.3772261143,-93089.75446826941,2483.9685089738764,2155583.5488665146,63343.60406047742,1870611652.0226889,54969469.35735701,1615323.2864566597
43,-0.0344139361103791,13.016063809614337,-7.658408898311877,-2266.413803449411,-2264.8991922394384,73.24401752470096,-49.839427253670124,-43250.568227743424,-1270.9536917042492,169.4179170959521,-99.68233890054563,-29499.786684688257,-29480.072408532502,953.3488057740185,-648.7131653684022,-562952.1558543869,-16542.814350287415,58.651226853742536,17357.123639593832,17345.524127625897,-560.9326355592809,381.69071316627475,331230.5365723952,9733.483061890152,5136631.528466024,5133198.792712884,-166001.2523380728,112956.76588373072,98023684.83838822,2880506.9904234973,5129768.351006861,-165890.31612806648,112881.27852851372,97958177.0429128,2878581.9897146863,5364.686103158702,-3650.4398831888734,-3167845.3772261143,-93089.75446826941,2483.9685089738764,2155583.5488665146,63343.60406047742,1870611652.0226889,54969469.35735701,1615323.2864566597
44,-0.03069071635980003,55.88489605465601,-58.421247045621755,-507.9353492025189,-29.800233179731514,135.39638869172373,-137.62290909033638,-391.42006891176936,-5694.530213924362,3123.1216070397068,-3264.8653185279513,-28385.914192668173,-1665.3829336538067,7566.613108212783,-7691.041969252822,-21874.469864840525,-318238.22908526106,3413.0421063655685,29674.216518964513,1740.966784610229,-7910.0258728442195,8040.101971103685,22867.24854450877,332681.55643643247,257998.31896948483,15136.591846463418,-68772.61197089068,69903.54038706652,198816.0893875736,2892453.1927539655,888.053897566371,-4034.84395470693,4101.194781765016,11664.409324797305,169698.32822397238,18332.182070760333,-18633.64489208094,-52996.86379211921,-771018.8262612676,18940.065106486993,53868.368559977636,783697.8139430863,153209.67034689427,2228953.4087544265,32427674.357297443
45,-0.0299821725224948,55.88489605465601,-53.34854506369027,-507.9353492025189,-29.800233179731514,135.39638869172373,-137.62290909033638,-391.42006891176936,-5694.530213924362,3123.1216070397068,-2981.3778955514626,-28385.914192668173,-1665.3829336538067,7566.613108212783,-7691.041969252822,-21874.469864840525,-318238.22908526106,2846.067260412591,27097.611866371833,1589.7990826973846,-7223.200343581347,7341.981967401959,20881.691185172276,303794.9017340896,257998.31896948483,15136.591846463418,-68772.61197089068,69903.54038706652,198816.0893875736,2892453.1927539655,888.053897566371,-4034.84395470693,4101.194781765016,11664.409324797305,169698.32822397238,18332.182070760333,-18633.64489208094,-52996.86379211921,-771018.8262612676,18940.065106486993,53868.368559977636,783697.8139430863,153209.67034689427,2228953.4087544265,32427674.357297443
46,-0.02604596536417103,55.88489605465601,-58.421247045621755,-507.9353492025189,-29.800233179731514,135.39638869172373,-133.16986829311108,-391.42006891176936,-5694.530213924362,3123.1216070397068,-3264.8653185279513,-28385.914192668173,-1665.3829336538067,7566.613108212783,-7442.184247172744,-21874.469864840525,-318238.22908526106,3413.0421063655685,29674.216518964513,1740.966784610229,-7910.0258728442195,7779.949774584754,22867.24854450877,332681.55643643247,257998.31896948483,15136.591846463418,-68772.61197089068,67641.68355471482,198816.0893875736,2892453.1927539655,888.053897566371,-4034.84395470693,3968.4931276488446,11664.409324797305,169698.32822397238,18332.182070760333,-18030.719249439724,-52996.86379211921,-771018.8262612676,17734.21382120455,52125.35902426079,758339.838579449,153209.67034689427,2228953.4087544265,32427674.357297443
47,-0.025342823682317106,55.88489605465601,-53.34854506369027,-507.9353492025189,-29.800233179731514,135.39638869172373,-133.16986829311108,-391.42006891176936,-5694.530213924362,3123.1216070397068,-2981.3778955514626,-28385.914192668173,-1665.3829336538067,7566.613108212783,-7442.184247172744,-21874.469864840525,-318238.22908526106,2846.067260412591,27097.611866371833,1589.7990826973846,-7223.200343581347,7104.418719760734,20881.691185172276,303794.9017340896,257998.31896948483,15136.591846463418,-68772.61197089068,67641.68355471482,198816.0893875736,2892453.1927539655,888.053897566371,-4034.84395470693,3968.4931276488446,11664.409324797305,169698.32822397238,18332.182070760333,-18030.719249439724,-52996.86379211921,-771018.8262612676,17734.21382120455,52125.35902426079,758339.838579449,153209.67034689427,2228953.4087544265,32427674.357297443
48,-0.004546460934399088,15.162309163017554,-18.31202905529976,-783.3098701142906,-2030.259990392496,61.3599102327194,-77.40105712022265,-20317.045989102164,-516.4861427739655,229.89561915492607,-277.65264593861525,-11876.786421115998,-30783.429655636075,930.3579291634959,-1173.578757601197,-308053.3325660128,-7831.12257515329,335.3304081221426,14343.99310083597,37178.17993388,-1123.6244590121428,1417.3704068964335,372046.3364703003,9457.909253136557,613574.3526184667,1590322.689372587,-48063.82331461596,60629.011999550385,15914542.654829685,404568.69341210584,4121955.628588538,-124576.57075956531,157144.26948527226,41248885.59463846,1048601.1512661285,3765.038583767383,-4749.321916814449,-1246652.1180853406,-31691.54335705402,5990.923643327968,1572560.837116687,39976.573438651176,412782357.7232923,10493472.715472644,266757.9356775291
49,-0.0035061744100214898,15.162309163017554,-12.012589270735349,-783.3098701142906,-2030.259990392496,61.3599102327194,-77.40105712022265,-20317.045989102164,-516.4861427739655,229.89561915492607,-182.13859237123694,-11876.786421115998,-30783.429655636075,930.3579291634959,-1173.578757601197,-308053.3325660128,-7831.12257515329,144.30230098738602,9409.579741396026,24388.679377392153,-737.0913993148492,929.7871083059605,244060.3286617253,6204.335897170024,613574.3526184667,1590322.689372587,-48063.82331461596,60629.011999550385,15914542.654829685,404568.69341210584,4121955.628588538,-124576.57075956531,157144.26948527226,41248885.59463846,1048601.1512661285,3765.038583767383,-4749.321916814449,-1246652.1180853406,-31691.54335705402,5990.923643327968,1572560.837116687,39976.573438651176,412782357.7232923,10493472.715472644,266757.9356775291
50,-0.01974244597896327,15.162309163017554,-18.31202905529976,-783.3098701142906,-2030.259990392496,61.3599102327194,-45.31876334521615,-20317.045989102164,-516.4861427739655,229.89561915492607,-277.65264593861525,-11876.786421115998,-30783.429655636075,930.3579291634959,-687.1371007257949,-308053.3325660128,-7831.12257515329,335.3304081221426,14343.99310083597,37178.17993388,-1123.6244590121428,829.8785111278519,372046.3364703003,9457.909253136557,613574.3526184667,1590322.689372587,-48063.82331461596,35498.63462968153,15914542.654829685,404568.69341210584,4121955.628588538,-124576.57075956531,92008.87203385834,41248885.59463846,1048601.1512661285,3765.038583767383,-2780.7552507203172,-1246652.1180853406,-31691.54335705402,2053.790311139707,920743.3990539939,23406.513275456862,412782357.7232923,10493472.715472644,266757.9356775291
51,-0.01862267095208303,15.162309163017554,-12.012589270735349,-783.3098701142906,-2030.259990392496,61.3599102327194,-45.31876334521615,-20317.045989102164,-516.4861427739655,229.89561915492607,-182.13859237123694,-11876.786421115998,-30783.429655636075,930.3579291634959,-687.1371007257949,-308053.3325660128,-7831.12257515329,144.30230098738602,9409.579741396026,24388.679377392153,-737.0913993148492,544.3956903237379,244060.3286617253,6204.335897170024,613574.3526184667,1590322.689372587,-48063.82331461596,35498.63462968153,15914542.654829685,404568.69341210584,4121955.628588538,-124576.57075956531,92008.87203385834,41248885.59463846,1048601.1512661285,3765.038583767383,-2780.7552507203172,-1246652.1180853406,-31691.54335705402,2053.790311139707,920743.3990539939,23406.513275456862,412782357.7232923,10493472.715472644,266757.9356775291
52,-0.07563871887038079,77.39060611367479,-89.59679421144031,-11763.860035742862,-600.4152367570482,27.011698292523874,-38.0736695156353,-9661.727424969671,-1332.962464225363,5989.305914641958,-6933.950209865555,-910412.2584025761,-46466.49909251351,2090.4517030181373,-2946.544360786759,-747726.9415235172,-103158.7730331784,8027.585532967184,1054004.1467546402,53795.28040913446,-2420.161573216775,3411.2787324667647,865659.8038220367,119429.16359877422,138388402.94054806,7063200.808537329,-317761.8380409653,447893.3192290634,113659209.13084151,15680783.862046072,360498.45653002226,-16218.235225515677,22860.011296439778,5801048.359345231,800330.9735461297,729.6318446463372,-1028.4344738456043,-260979.66618788434,-36005.57991891466,1449.604310385817,367857.41692844534,50750.772339663316,93348976.83441107,12878719.997061344,1776788.931033752
53,-0.07327337080731883,77.39060611367479,-65.18441801590927,-11763.860035742862,-600.4152367570482,27.011698292523874,-38.0736695156353,-9661.727424969671,-1332.962464225363,5989.305914641958,-5044.661619418362,-910412.2584025761,-46466.49909251351,2090.4517030181373,-2946.544360786759,-747726.9415235172,-103158.7730331784,4249.008352072798,766820.3700505121,39137.71777589257,-1760.741832819499,2481.8099891067536,629794.0792249978,86888.38246758257,138388402.94054806,7063200.808537329,-317761.8380409653,447893.3192290634,113659209.13084151,15680783.862046072,360498.45653002226,-16218.235225515677,22860.011296439778,5801048.359345231,800330.9735461297,729.6318446463372,-1028.4344738456043,-260979.66618788434,-36005.57991891466,1449.604310385817,367857.41692844534,50750.772339663316,93348976.83441107,12878719.997061344,1776788.931033752
