,lam1,lam2,lam3,lam4,lam5,lam6,lam7,lam8,lam11,lam12,lam13,lam14,lam15,lam16,lam17,lam18,lam22,lam23,lam24,lam25,lam26,lam27,lam28,lam33,lam34,lam35,lam36,lam37,lam38,lam44,lam45,lam46,lam47,lam48,lam55,lam56,lam57,lam58,lam66,lam67,lam68,lam77,lam78,lam88
64,0.000153682549256974,0.00011313560374195433,6.723611529992612e-08,1.53682549256974e-06,0.003291286765695152,0.002343219812902284,4.11410845711894e-08,3.291286765695152e-05,-4.3812228917974987e-07,-1.582038277171066e-07,-3.833570030322811e-10,-8.762445783594996e-09,1.141469491080643e-05,7.910191385855328e-06,1.4268368638508038e-10,1.1414694910806431e-07,4.5070374476114934e-09,-6.921417462623414e-11,-1.582038277171066e-09,-9.270634363172631e-08,-2.2535187238057469e-07,-1.158829295396579e-12,-9.270634363172632e-10,-8.385934441331148e-14,-3.833570030322811e-12,4.993929023477812e-09,3.4607087313117063e-09,6.242411279347265e-14,4.9939290234778125e-11,-4.381222891797498e-11,1.141469491080643e-07,7.910191385855329e-08,1.4268368638508037e-12,1.141469491080643e-09,-9.208317562802066e-06,4.635317181586315e-06,-2.3020793907005163e-10,-1.8416635125604132e-07,1.1267593619028732e-05,5.7941464769828944e-11,4.635317181586316e-08,-1.4387996191878228e-15,-2.3020793907005164e-12,-9.208317562802066e-10
65,0.0001479544701604933,0.00011329858149383502,6.473008069521581e-08,1.479544701604933e-06,0.003287924475246096,0.00233507092530825,4.10990559405762e-08,3.287924475246096e-05,-4.206419530160097e-07,-1.5812294710772527e-07,-3.6806170888900843e-10,-8.412839060320193e-09,1.1424034336021423e-05,7.906147355386263e-06,1.4280042920026776e-10,1.1424034336021423e-07,4.493238747202849e-09,-6.91787893596298e-11,-1.5812294710772525e-09,-9.297207353987712e-08,-2.246619373601424e-07,-1.162150919248464e-12,-9.297207353987712e-10,-8.051349881947059e-14,-3.680617088890084e-12,4.998015022009372e-09,3.45893946798149e-09,6.247518777511715e-14,4.998015022009372e-11,-4.2064195301600966e-11,1.142403433602142e-07,7.906147355386262e-08,1.4280042920026775e-12,1.1424034336021421e-09,-9.180125470592114e-06,4.648603676993855e-06,-2.2950313676480285e-10,-1.836025094118423e-07,1.123309686800712e-05,5.810754596242319e-11,4.648603676993855e-08,-1.4343946047800178e-15,-2.2950313676480286e-12,-9.180125470592114e-10
66,0.0011144327988622557,7.692153398695817e-05,4.875643495022368e-07,1.1144327988622556e-05,0.0036133727377344774,0.004153923300652091,4.516715922168097e-08,3.613372737734477e-05,-4.487179836673411e-06,-1.1165694882726657e-07,-3.926282357089234e-09,-8.974359673346821e-08,8.76480098198379e-06,5.582847441363328e-06,1.0956001227479736e-10,8.76480098198379e-08,5.9639265580018196e-09,-4.884991511192911e-11,-1.1165694882726655e-09,1.0381091240378507e-08,-2.9819632790009096e-07,1.2976364050473133e-13,1.0381091240378507e-10,-8.588742656132699e-13,-3.926282357089234e-11,3.8346004296179075e-09,2.4424957555964555e-09,4.7932505370223846e-14,3.834600429617908e-11,-4.4871798366734105e-10,8.76480098198379e-08,5.5828474413633274e-08,1.0956001227479737e-12,8.76480098198379e-10,-1.2184884262812925e-05,-5.190545620189252e-07,-3.046221065703231e-10,-2.4369768525625845e-07,1.4909816395004545e-05,-6.4881820252365655e-12,-5.1905456201892535e-09,-1.9038881660645195e-15,-3.0462210657032308e-12,-1.2184884262812923e-09
67,0.0011103786970827827,7.713755742668911e-05,4.857906799737174e-07,1.1103786970827826e-05,0.003613735546947437,0.004143122128665545,4.517169433684296e-08,3.613735546947437e-05,-4.467103699107154e-06,-1.122262835152238e-07,-3.90871573671876e-09,-8.934207398214307e-08,8.778435700508066e-06,5.61131417576119e-06,1.0973044625635082e-10,8.778435700508066e-08,5.965723204727611e-09,-4.9098999037910406e-11,-1.122262835152238e-09,9.654563332066731e-09,-2.9828616023638053e-07,1.2068204165083413e-13,9.65456333206673e-11,-8.550315674072285e-13,-3.908715736718759e-11,3.840565618972279e-09,2.45494995189552e-09,4.800707023715348e-14,3.8405656189722785e-11,-4.4671036991071536e-10,8.778435700508065e-08,5.6113141757611894e-08,1.097304462563508e-12,8.778435700508065e-10,-1.2188554987494396e-05,-4.827281666033365e-07,-3.0471387468735987e-10,-2.4377109974988794e-07,1.4914308011819024e-05,-6.0341020825417064e-12,-4.8272816660333655e-09,-1.904461716795999e-15,-3.047138746873599e-12,-1.2188554987494395e-09
68,0.0008405731640958156,0.00011507050620903932,3.6775075929191926e-07,8.405731640958155e-06,0.0024682147165767773,0.0022464746895480346,3.085268395720971e-08,2.4682147165767774e-05,-2.506435800886839e-06,-1.5762436458736526e-07,-2.193131325775984e-09,-5.012871601773678e-08,9.723583235493458e-06,7.881218229368263e-06,1.215447904436682e-10,9.723583235493458e-08,3.815343450928101e-09,-6.89606595069723e-11,-1.5762436458736526e-09,-6.387972845908334e-08,-1.9076717254640504e-07,-7.984966057385417e-13,-6.387972845908335e-10,-4.797474775134964e-13,-2.193131325775984e-11,4.2540676655283875e-09,3.4480329753486147e-09,5.317584581910484e-14,4.254067665528387e-11,-2.506435800886839e-10,9.723583235493457e-08,7.881218229368262e-08,1.215447904436682e-12,9.723583235493457e-10,-4.4957687503523764e-06,3.1939864229541673e-06,-1.123942187588094e-10,-8.991537500704753e-08,9.538358627320251e-06,3.9924830286927085e-11,3.193986422954167e-08,-7.024638672425588e-16,-1.1239421875880941e-12,-4.4957687503523763e-10
69,0.0008259945644494732,0.00011542225621192206,3.613726219466445e-07,8.259945644494732e-06,0.0024622887705062707,0.0022288871894038972,3.077860963132838e-08,2.462288770506271e-05,-2.448186563248253e-06,-1.5749775073159264e-07,-2.142163242842221e-09,-4.896373126496505e-08,9.737312314770474e-06,7.874887536579632e-06,1.2171640393463093e-10,9.737312314770474e-08,3.7879285592564035e-09,-6.890526594507179e-11,-1.5749775073159264e-09,-6.421098629972553e-08,-1.8939642796282018e-07,-8.02637328746569e-13,-6.421098629972552e-10,-4.685982093717358e-13,-2.1421632428422208e-11,4.260074137712082e-09,3.445263297253589e-09,5.325092672140102e-14,4.260074137712082e-11,-2.448186563248253e-10,9.737312314770472e-08,7.874887536579631e-08,1.2171640393463089e-12,9.737312314770472e-10,-4.463464708827116e-06,3.2105493149862762e-06,-1.115866177206779e-10,-8.926929417654232e-08,9.469821398141008e-06,4.0131866437328444e-11,3.2105493149862764e-08,-6.974163607542368e-16,-1.115866177206779e-12,-4.463464708827116e-10
70,0.0014369229979788703,9.830603543985758e-05,6.286538116157558e-07,1.4369229979788701e-05,0.002673293199731089,0.003084698228007121,3.341616499663861e-08,2.673293199731089e-05,-5.325558077870861e-06,-1.467439742883125e-07,-4.659863318137004e-09,-1.0651116155741722e-07,8.85720999920744e-06,7.3371987144156255e-06,1.1071512499009298e-10,8.857209999207439e-08,4.847575782103729e-09,-6.420048875113673e-11,-1.4674397428831251e-09,-3.911493726390749e-08,-2.4237878910518644e-07,-4.889367157988436e-13,-3.9114937263907484e-10,-1.0193451008424694e-12,-4.659863318137003e-11,3.875029374653254e-09,3.210024437556836e-09,4.843786718316567e-14,3.8750293746532535e-11,-5.325558077870861e-10,8.857209999207438e-08,7.337198714415626e-08,1.1071512499009297e-12,8.857209999207438e-10,-5.7120885698627025e-06,1.955746863195374e-06,-1.4280221424656756e-10,-1.1424177139725406e-07,1.211893945525932e-05,2.4446835789942174e-11,1.955746863195374e-08,-8.925138390410472e-16,-1.4280221424656755e-12,-5.712088569862702e-10
71,0.00142331372464466,9.875364532846338e-05,6.226997545320387e-07,1.4233137246446598e-05,0.002669634789935766,0.003062317733576832,3.3370434874197075e-08,2.669634789935766e-05,-5.2524388721324695e-06,-1.4742446432656476e-07,-4.59588401311591e-09,-1.0504877744264937e-07,8.882956752188807e-06,7.371223216328238e-06,1.1103695940236008e-10,8.882956752188807e-08,4.827701239133089e-09,-6.449820314287208e-11,-1.4742446432656477e-09,-3.996175536307854e-08,-2.413850619566544e-07,-4.995219420384817e-13,-3.996175536307854e-10,-1.0053496278691054e-12,-4.59588401311591e-11,3.886293579082603e-09,3.224910157143604e-09,4.857866973853254e-14,3.8862935790826034e-11,-5.252438872132469e-10,8.882956752188807e-08,7.371223216328238e-08,1.110369594023601e-12,8.882956752188808e-10,-5.688669616794872e-06,1.9980877681539267e-06,-1.422167404198718e-10,-1.1377339233589744e-07,1.2069253097832718e-05,2.4976097101924083e-11,1.998087768153927e-08,-8.888546276241986e-16,-1.422167404198718e-12,-5.688669616794872e-10
72,0.0008024815566553333,0.00011542354762197385,3.510856810367083e-07,8.024815566553332e-06,0.0024808345316258956,0.002228822618901308,3.101043164532369e-08,2.4808345316258952e-05,-1.959396864241314e-06,-1.3000212959008984e-07,-1.7144722562111496e-09,-3.918793728482628e-08,8.076826843042385e-06,6.500106479504491e-06,1.0096033553802982e-10,8.076826843042386e-08,3.138758704466807e-09,-5.6875931695664296e-11,-1.3000212959008982e-09,-5.361025350749398e-08,-1.5693793522334035e-07,-6.701281688436747e-13,-5.361025350749398e-10,-3.7504080604618893e-13,-1.7144722562111497e-11,3.5336117438310432e-09,2.8437965847832146e-09,4.417014679788804e-14,3.533611743831043e-11,-1.959396864241314e-10,8.076826843042385e-08,6.50010647950449e-08,1.009603355380298e-12,8.076826843042384e-10,-3.7545129463009592e-06,2.680512675374699e-06,-9.386282365752398e-11,-7.509025892601918e-08,7.846896761167017e-06,3.350640844218373e-11,2.680512675374699e-08,-5.866426478595248e-16,-9.386282365752397e-13,-3.754512946300959e-10
73,0.0007934688110690456,0.00011564072160798646,3.471426048427074e-07,7.934688110690455e-06,0.00247711101737618,0.002217963919600677,3.096388771720225e-08,2.47711101737618e-05,-1.9301267935218554e-06,-1.2992915896095598e-07,-1.6888609443316232e-09,-3.86025358704371e-08,8.083752301911524e-06,6.496457948047798e-06,1.0104690377389403e-10,8.083752301911523e-08,3.124646904692682e-09,-5.684400704541823e-11,-1.2992915896095596e-09,-5.377713254071397e-08,-1.5623234523463408e-07,-6.722141567589246e-13,-5.377713254071397e-10,-3.6943833157254257e-13,-1.688860944331623e-11,3.536641632086291e-09,2.8422003522709115e-09,4.420802040107863e-14,3.536641632086291e-11,-1.9301267935218553e-10,8.083752301911522e-08,6.496457948047798e-08,1.0104690377389402e-12,8.083752301911521e-10,-3.7376327271008785e-06,2.6888566270356983e-06,-9.344081817752195e-11,-7.475265454201757e-08,7.811617261731703e-06,3.361070783794623e-11,2.6888566270356983e-08,-5.840051136095121e-16,-9.344081817752195e-13,-3.737632727100878e-10
74,0.0008414465114809634,0.00011447465930968787,3.6813284877292144e-07,8.414465114809634e-06,0.0024967733501948704,0.002276267034515607,3.120966687743588e-08,2.4967733501948704e-05,-2.0878662823020374e-06,-1.3026246400569248e-07,-1.8268829970142828e-09,-4.175732564604075e-08,8.045478514531264e-06,6.513123200284624e-06,1.005684814316408e-10,8.045478514531265e-08,3.1996457320205533e-09,-5.698982800249045e-11,-1.3026246400569247e-09,-5.2846768306506054e-08,-1.5998228660102767e-07,-6.605846038313256e-13,-5.284676830650605e-10,-3.996306555968743e-13,-1.8268829970142824e-11,3.5198968501074276e-09,2.8494914001245224e-09,4.399871062634284e-14,3.5198968501074276e-11,-2.0878662823020375e-10,8.045478514531263e-08,6.513123200284623e-08,1.0056848143164078e-12,8.045478514531264e-10,-3.827344646580117e-06,2.6423384153253024e-06,-9.568361616450291e-11,-7.654689293160234e-08,7.999114330051381e-06,3.302923019156628e-11,2.6423384153253027e-08,-5.980226010281432e-16,-9.56836161645029e-13,-3.8273446465801165e-10
75,0.0008324149931688091,0.00011469605630752842,3.6418155951135396e-07,8.32414993168809e-06,0.002493102218565701,0.002265197184623579,3.1163777732071265e-08,2.4931022185657014e-05,-2.0578106525838955e-06,-1.3021020104964337e-07,-1.8005843210109088e-09,-4.1156213051677917e-08,8.052947465373675e-06,6.510510052482169e-06,1.0066184331717093e-10,8.052947465373675e-08,3.1855526731860484e-09,-5.696696295921897e-11,-1.3021020104964338e-09,-5.302986181002333e-08,-1.592776336593024e-07,-6.628732726252915e-13,-5.302986181002333e-10,-3.938778202211362e-13,-1.8005843210109083e-11,3.523164516100982e-09,2.8483481479609483e-09,4.4039556451262276e-14,3.523164516100982e-11,-2.0578106525838956e-10,8.052947465373674e-08,6.510510052482169e-08,1.006618433171709e-12,8.052947465373673e-10,-3.8104868448727636e-06,2.651493090501166e-06,-9.526217112181909e-11,-7.620973689745527e-08,7.96388168296512e-06,3.3143663631264574e-11,2.651493090501166e-08,-5.953885695113693e-16,-9.526217112181908e-13,-3.810486844872763e-10
76,0.0008565377277397069,0.00010779966825686388,3.7473525588612174e-07,8.565377277397068e-06,0.0028018856592618583,0.0026100165871568073,3.5023570740773225e-08,2.8018856592618582e-05,-2.0640801738355106e-06,-1.1660704427463223e-07,-1.8060701521060717e-09,-4.128160347671021e-08,7.316976822227698e-06,5.8303522137316115e-06,9.146221027784622e-11,7.316976822227697e-08,3.3428372520621323e-09,-5.1015581870151596e-11,-1.1660704427463221e-09,-4.627160539375473e-08,-1.6714186260310657e-07,-5.783950674219341e-13,-4.627160539375473e-10,-3.9507784577320314e-13,-1.8060701521060718e-11,3.2011773597246176e-09,2.5507790935075796e-09,4.0014716996557715e-14,3.201177359724618e-11,-2.0640801738355106e-10,7.316976822227696e-08,5.830352213731611e-08,9.146221027784621e-13,7.316976822227696e-10,-4.663643694804682e-06,2.3135802696877366e-06,-1.1659109237011705e-10,-9.327287389609364e-08,8.35709313015533e-06,2.8919753371096702e-11,2.3135802696877365e-08,-7.286943273132316e-16,-1.1659109237011705e-12,-4.663643694804682e-10
77,0.0008509861397479249,0.00010795859801573537,3.723064361397171e-07,8.509861397479248e-06,0.002799678593398941,0.002602070099213232,3.499598241748676e-08,2.799678593398941e-05,-2.046282348685038e-06,-1.1665480443351711e-07,-1.7904970550994083e-09,-4.092564697370076e-08,7.323657323607307e-06,5.832740221675855e-06,9.154571654509132e-11,7.323657323607307e-08,3.3349439407594943e-09,-5.1036476939663735e-11,-1.1665480443351711e-09,-4.6462853749824806e-08,-1.667471970379747e-07,-5.8078567187281e-13,-4.6462853749824806e-10,-3.916712308029955e-13,-1.790497055099408e-11,3.204100079078196e-09,2.5518238469831867e-09,4.0051250988477455e-14,3.2041000790781966e-11,-2.046282348685038e-10,7.323657323607305e-08,5.832740221675855e-08,9.154571654509131e-13,7.323657323607306e-10,-4.65263161473259e-06,2.32314268749124e-06,-1.1631579036831475e-10,-9.305263229465181e-08,8.337359851898733e-06,2.9039283593640497e-11,2.3231426874912396e-08,-7.269736898019672e-16,-1.1631579036831476e-12,-4.6526316147325904e-10
78,0.0009319810258239394,0.0001055949176093291,4.077416987979734e-07,9.319810258239393e-06,0.002831041975943797,0.0027202541195335455,3.5388024699297464e-08,2.831041975943797e-05,-2.3114570888041756e-06,-1.1572858509176483e-07,-2.022524952703654e-09,-4.6229141776083514e-08,7.221926285395904e-06,5.786429254588241e-06,9.027407856744879e-11,7.221926285395903e-08,3.4482832624342966e-09,-5.0631255977647103e-11,-1.157285850917648e-09,-4.349311275270709e-08,-1.7241416312171483e-07,-5.436639094088385e-13,-4.349311275270709e-10,-4.424273334039242e-13,-2.0225249527036536e-11,3.1595927498607076e-09,2.5315627988823553e-09,3.949490937325884e-14,3.159592749860708e-11,-2.3114570888041757e-10,7.221926285395903e-08,5.78642925458824e-08,9.027407856744878e-13,7.221926285395903e-10,-4.810753046631815e-06,2.1746556376353544e-06,-1.2026882616579537e-10,-9.621506093263632e-08,8.62070815608574e-06,2.7183195470441925e-11,2.1746556376353544e-08,-7.5168016353622105e-16,-1.2026882616579538e-12,-4.810753046631815e-10
79,0.0009264705076561168,0.00010575887407922923,4.0533084709955103e-07,9.264705076561167e-06,0.002828966612735371,0.002712056296038539,3.536208265919214e-08,2.8289666127353712e-05,-2.2930435545640622e-06,-1.1580760509707434e-07,-2.0064131102435545e-09,-4.586087109128125e-08,7.229134092090022e-06,5.790380254853717e-06,9.036417615112527e-11,7.229134092090021e-08,3.440705280167313e-09,-5.066582722997002e-11,-1.1580760509707434e-09,-4.3707569565451424e-08,-1.7203526400836564e-07,-5.463446195681427e-13,-4.370756956545142e-10,-4.3890286786577747e-13,-2.0064131102435543e-11,3.162746165289385e-09,2.533291361498501e-09,3.9534327066117304e-14,3.1627461652893844e-11,-2.2930435545640622e-10,7.229134092090021e-08,5.7903802548537163e-08,9.036417615112526e-13,7.229134092090022e-10,-4.800180886950109e-06,2.185378478272571e-06,-1.200045221737527e-10,-9.600361773900218e-08,8.60176320041828e-06,2.7317230978407135e-11,2.185378478272571e-08,-7.500282635859544e-16,-1.200045221737527e-12,-4.800180886950108e-10
80,0.0003661651618482921,0.00011711591670647456,1.6019725830862778e-07,3.6616516184829207e-06,0.002781487537858293,0.0021442041646762733,3.4768594223228666e-08,2.7814875378582933e-05,-1.3413689334501062e-06,-2.0644958565178108e-07,-1.1736978167688429e-09,-2.6827378669002124e-08,1.4105102319411334e-05,1.0322479282589054e-05,1.7631377899264166e-10,1.4105102319411334e-07,5.159193561503566e-09,-9.032169372265422e-11,-2.0644958565178106e-09,-1.060491223884405e-07,-2.579596780751783e-07,-1.3256140298555061e-12,-1.060491223884405e-09,-2.567463974181843e-13,-1.1736978167688427e-11,6.1709822647424575e-09,4.516084686132711e-09,7.713727830928072e-14,6.170982264742457e-11,-1.341368933450106e-10,1.410510231941133e-07,1.0322479282589053e-07,1.7631377899264164e-12,1.4105102319411333e-09,-7.947380490613089e-06,5.302456119422025e-06,-1.9868451226532723e-10,-1.5894760981226178e-07,1.2897983903758912e-05,6.628070149277531e-11,5.302456119422025e-08,-1.241778201658295e-15,-1.986845122653272e-12,-7.947380490613089e-10
81,0.00035299124288591774,0.00011744420644889026,1.5443366876258898e-07,3.529912428859177e-06,0.0027747012993971126,0.002127789677555487,3.46837662424639e-08,2.7747012993971124e-05,-1.2851888720609178e-06,-2.0610184078213874e-07,-1.1245402630533032e-09,-2.5703777441218355e-08,1.412181929868729e-05,1.0305092039106937e-05,1.7652274123359113e-10,1.412181929868729e-07,5.121523610327591e-09,-9.01695553421857e-11,-2.0610184078213876e-09,-1.0646571048113723e-07,-2.5607618051637957e-07,-1.3308213810142153e-12,-1.0646571048113724e-09,-2.4599318254291e-13,-1.124540263053303e-11,6.178295943175689e-09,4.5084777671092845e-09,7.722869928969611e-14,6.178295943175689e-11,-1.285188872060918e-10,1.412181929868729e-07,1.0305092039106936e-07,1.765227412335911e-12,1.4121819298687288e-09,-7.889352538862615e-06,5.323285524056861e-06,-1.9723381347156535e-10,-1.5778705077725229e-07,1.2803809025818976e-05,6.654106905071076e-11,5.3232855240568614e-08,-1.2327113341972834e-15,-1.9723381347156537e-12,-7.889352538862614e-10
82,0.0014066014365005921,8.246983465096682e-05,6.153881284690089e-07,1.406601436500592e-05,0.003138369026653157,0.003876508267451659,3.922961283316446e-08,3.138369026653157e-05,-7.510145564534979e-06,-1.569632911268492e-07,-6.571377368968107e-09,-1.502029112906996e-07,1.131702360720087e-05,7.84816455634246e-06,1.4146279509001086e-10,1.131702360720087e-07,7.410755644458145e-09,-6.867143986799653e-11,-1.5696329112684918e-09,-8.983975270007419e-09,-3.7053778222290724e-07,-1.1229969087509272e-13,-8.983975270007419e-11,-1.437488799461773e-12,-6.571377368968105e-11,4.95119782815038e-09,3.4335719933998258e-09,6.188997285187974e-14,4.9511978281503796e-11,-7.510145564534979e-10,1.1317023607200868e-07,7.848164556342458e-08,1.4146279509001084e-12,1.1317023607200869e-09,-1.1415755995071281e-05,4.491987635003709e-07,-2.85393899876782e-10,-2.2831511990142562e-07,1.8526889111145356e-05,5.614984543754636e-12,4.491987635003709e-09,-1.7837118742298876e-15,-2.85393899876782e-12,-1.141575599507128e-09
83,0.0013965263095006431,8.294298586324645e-05,6.109802604065314e-07,1.3965263095006431e-05,0.003137740425376591,0.003852850706837678,3.9221755317207384e-08,3.1377404253765914e-05,-7.438554266415314e-06,-1.585459792883255e-07,-6.5087349831134e-09,-1.4877108532830628e-07,1.1353580340173732e-05,7.927298964416273e-06,1.4191975425217163e-10,1.1353580340173732e-07,7.406303512708442e-09,-6.93638659386424e-11,-1.5854597928832548e-09,-1.0700765637732182e-08,-3.7031517563542206e-07,-1.3375957047165228e-13,-1.0700765637732183e-10,-1.4237857775560559e-12,-6.508734983113399e-11,4.967191398826007e-09,3.4681932969321195e-09,6.208989248532507e-14,4.9671913988260066e-11,-7.438554266415314e-10,1.1353580340173729e-07,7.927298964416273e-08,1.419197542521716e-12,1.1353580340173728e-09,-1.1408897794349128e-05,5.350382818866091e-07,-2.8522244485872816e-10,-2.2817795588698256e-07,1.85157587817711e-05,6.687978523582613e-12,5.350382818866091e-09,-1.782640280367051e-15,-2.852224448587282e-12,-1.1408897794349128e-09
84,0.0006633192958321811,9.015090400823049e-05,2.902021919265792e-07,6.63319295832181e-06,0.0038297431704395596,0.0034924547995884756,4.7871789630494496e-08,3.8297431704395596e-05,-1.9533186847840717e-06,-1.1507848919507541e-07,-1.7091538491860626e-09,-3.906637369568143e-08,8.027929324804022e-06,5.75392445975377e-06,1.0034911656005027e-10,8.027929324804022e-08,4.799773525528786e-09,-5.034683902284549e-11,-1.150784891950754e-09,-2.9632223551247128e-08,-2.399886762764393e-07,-3.704027943905891e-13,-2.9632223551247127e-10,-3.738774045094512e-13,-1.7091538491860626e-11,3.5122190796017594e-09,2.5173419511422745e-09,4.390273849502199e-14,3.512219079601759e-11,-1.9533186847840715e-10,8.027929324804021e-08,5.75392445975377e-08,1.0034911656005026e-12,8.027929324804022e-10,-1.1179674803181343e-05,1.481611177562356e-06,-2.7949187007953356e-10,-2.2359349606362687e-07,1.1999433813821964e-05,1.8520139719529454e-11,1.4816111775623562e-08,-1.7468241879970848e-15,-2.794918700795336e-12,-1.1179674803181344e-09
85,0.0006605061038347888,9.026812448087898e-05,2.889714204277201e-07,6.6050610383478874e-06,0.003829015242149863,0.0034865937759560517,4.7862690526873284e-08,3.829015242149863e-05,-1.943248735308452e-06,-1.1523679058819945e-07,-1.7003426433948954e-09,-3.8864974706169035e-08,8.035868076418672e-06,5.761839529409972e-06,1.004483509552334e-10,8.035868076418672e-08,4.797037132986583e-09,-5.0416095882337255e-11,-1.1523679058819945e-09,-2.996301661310919e-08,-2.3985185664932913e-07,-3.745377076638648e-13,-2.996301661310919e-10,-3.719499532426333e-13,-1.700342643394895e-11,3.515692283433169e-09,2.5208047941168625e-09,4.394615354291461e-14,3.515692283433169e-11,-1.9432487353084517e-10,8.035868076418672e-08,5.7618395294099716e-08,1.004483509552334e-12,8.035868076418673e-10,-1.1173301173552158e-05,1.4981508306554591e-06,-2.7933252933880394e-10,-2.2346602347104318e-07,1.1992592832466455e-05,1.872688538319324e-11,1.498150830655459e-08,-1.7458283083675247e-15,-2.79332529338804e-12,-1.1173301173552157e-09
86,0.0009364967536257652,7.743286583161161e-05,4.0971732971127224e-07,9.36496753625765e-06,0.0038589618438613096,0.00412835670841942,4.823702304826637e-08,3.85896184386131e-05,-2.975292505227427e-06,-9.33094814436397e-08,-2.6033809420739984e-09,-5.950585010454854e-08,7.228719202595867e-06,4.665474072181985e-06,9.035899003244833e-11,7.228719202595867e-08,4.910472103311427e-09,-4.0822898131592364e-11,-9.330948144363967e-10,7.6086876485007e-09,-2.455236051655713e-07,9.510859560625875e-14,7.6086876485007e-11,-5.694895810786872e-13,-2.6033809420739982e-11,3.1625646511356914e-09,2.041144906579618e-09,3.953205813919614e-14,3.1625646511356914e-11,-2.975292505227427e-10,7.228719202595866e-08,4.665474072181984e-08,9.035899003244832e-13,7.228719202595866e-10,-1.1437514906303346e-05,-3.80434382425035e-07,-2.859378726575836e-10,-2.287502981260669e-07,1.2276180258278565e-05,-4.7554297803129366e-12,-3.80434382425035e-09,-1.7871117041098975e-15,-2.8593787265758364e-12,-1.1437514906303345e-09
87,0.000934214331005327,7.755283246019753e-05,4.0871876981483056e-07,9.34214331005327e-06,0.003859143382320657,0.004122358376990124,4.823929227900821e-08,3.859143382320657e-05,-2.9665429989381493e-06,-9.3551886561173e-08,-2.5957251240708807e-09,-5.9330859978762984e-08,7.235471054947711e-06,4.67759432805865e-06,9.044338818684638e-11,7.235471054947711e-08,4.9111651509599876e-09,-4.0928950370513185e-11,-9.3551886561173e-10,7.253802926769624e-09,-2.4555825754799936e-07,9.067253658462029e-14,7.253802926769624e-11,-5.678148708905051e-13,-2.5957251240708805e-11,3.165518586539623e-09,2.046447518525659e-09,3.956898233174528e-14,3.165518586539623e-11,-2.966542998938149e-10,7.23547105494771e-08,4.677594328058649e-08,9.044338818684636e-13,7.235471054947709e-10,-1.1439129158995228e-05,-3.626901463384812e-07,-2.859782289748807e-10,-2.2878258317990457e-07,1.2277912877399965e-05,-4.5336268292310144e-12,-3.6269014633848117e-09,-1.7873639310930043e-15,-2.859782289748807e-12,-1.1439129158995228e-09
88,0.0016028870015115176,0.00018184351732462425,7.012630631612889e-07,1.6028870015115174e-05,-0.0011371047618924971,-0.0010921758662312112,-1.4213809523656214e-08,-1.1371047618924972e-05,-2.9072138584161977e-05,-1.7151906731294402e-06,-2.5438121261141728e-08,-5.814427716832395e-07,8.6259348710493e-05,8.5759533656472e-05,1.0782418588811625e-09,8.625934871049301e-07,-1.5000029000465654e-08,-7.5039591949413e-10,-1.71519067312944e-08,4.373262763668029e-07,7.500014500232828e-07,5.466578454585035e-12,4.373262763668029e-09,-5.5645890258747524e-12,-2.543812126114173e-10,3.7738465060840685e-08,3.7519795974706493e-08,4.717308132605085e-13,3.7738465060840683e-10,-2.9072138584161975e-09,8.6259348710493e-07,8.575953365647198e-07,1.0782418588811624e-11,8.6259348710493e-09,-4.882841877626015e-06,-2.186631381834014e-05,-1.2207104694065037e-10,-9.76568375525203e-08,-3.750007250116413e-05,-2.733289227292518e-10,-2.1866313818340143e-07,-7.629440433790648e-16,-1.2207104694065038e-12,-4.882841877626015e-10
89,0.0015818429508592993,0.0001816597938745548,6.920562910009433e-07,1.581842950859299e-05,-0.0011317404779117215,-0.0010829896937277405,-1.4146755973896517e-08,-1.1317404779117214e-05,-2.8429992632617214e-05,-1.6968468311802693e-06,-2.487624355354006e-08,-5.685998526523443e-07,8.569833009325407e-05,8.484234155901347e-05,1.071229126165676e-09,8.569833009325408e-07,-1.4788741286610219e-08,-7.423704886413678e-10,-1.696846831180269e-08,4.3242834052008493e-07,7.394370643305109e-07,5.405354256501061e-12,4.324283405200849e-09,-5.4416782773368875e-12,-2.4876243553540063e-10,3.749301941579866e-08,3.7118524432068386e-08,4.686627426974832e-13,3.749301941579866e-10,-2.8429992632617214e-09,8.569833009325407e-07,8.484234155901345e-07,1.0712291261656759e-11,8.569833009325407e-09,-4.814063044104482e-06,-2.1621417026004246e-05,-1.2035157610261202e-10,-9.628126088208963e-08,-3.697185321652554e-05,-2.7026771282505306e-10,-2.1621417026004246e-07,-7.521973506413252e-16,-1.2035157610261205e-12,-4.814063044104482e-10
