,lam1,lam2,lam3,lam4,lam5,lam6,lam7,lam8,lam11,lam12,lam13,lam14,lam15,lam16,lam17,lam18,lam22,lam23,lam24,lam25,lam26,lam27,lam28,lam33,lam34,lam35,lam36,lam37,lam38,lam44,lam45,lam46,lam47,lam48,lam55,lam56,lam57,lam58,lam66,lam67,lam68,lam77,lam78,lam88
30,1.2265020690702856e-05,4.285604179922228e-05,5.365946552182499e-09,1.2265020690702854e-07,0.008661849621717661,0.005857197910038886,1.0827312027147074e-07,8.66184962171766e-05,-1.4675329567989617e-07,-2.53714450222517e-07,-1.2840913371990913e-10,-2.935065913597923e-09,1.9498829363512185e-05,1.268572251112585e-05,2.437353670439023e-10,1.9498829363512185e-07,1.869993774471844e-08,-1.1100007197235119e-10,-2.53714450222517e-09,1.1984144335002197e-06,-9.34996887235922e-07,1.4980180418752744e-11,1.1984144335002197e-08,-2.808949800123012e-14,-1.2840913371990914e-12,8.53073784653658e-09,5.550003598617559e-09,1.0663422308170725e-13,8.53073784653658e-11,-1.4675329567989616e-11,1.9498829363512182e-07,1.268572251112585e-07,2.4373536704390226e-12,1.9498829363512184e-09,-0.00027946632804625316,-5.992072167501098e-05,-6.986658201156328e-09,-5.589326560925063e-06,4.674984436179609e-05,-7.490090209376373e-10,-5.992072167501099e-07,-4.3666613757227055e-14,-6.986658201156329e-11,-2.7946632804625314e-08
31,-1.1169567688740757e-05,4.4559949758381416e-05,-4.886685863824081e-09,-1.1169567688740755e-07,0.008767893456031545,0.00577200251208093,1.095986682003943e-07,8.767893456031544e-05,1.3429524128360947e-07,-2.7031001348323445e-07,1.175083361231583e-10,2.6859048256721896e-09,1.9867631328279004e-05,1.3515500674161722e-05,2.4834539160348756e-10,1.9867631328279004e-07,1.9395189761029143e-08,-1.1826063089891506e-10,-2.7031001348323443e-09,1.171608263508477e-06,-9.69759488051457e-07,1.464510329385596e-11,1.171608263508477e-08,2.5704948526940874e-14,1.175083361231583e-12,8.692088706122062e-09,5.913031544945753e-09,1.0865110882652578e-13,8.692088706122063e-11,1.3429524128360948e-11,1.9867631328279002e-07,1.351550067416172e-07,2.483453916034875e-12,1.9867631328279e-09,-0.0002898567117318878,-5.858041317542385e-05,-7.246417793297194e-09,-5.797134234637756e-06,4.848797440257284e-05,-7.32255164692798e-10,-5.858041317542385e-07,-4.529011120810746e-14,-7.246417793297195e-11,-2.8985671173188777e-08
32,0.0007318405470677611,0.0001100304180733845,3.201802393421455e-07,7.318405470677611e-06,0.0028124142117195603,0.002498479096330776,3.51551776464945e-08,2.8124142117195603e-05,-1.6578511247813506e-06,-1.1409213314520301e-07,-1.4506197341836818e-09,-3.315702249562701e-08,7.283589530867894e-06,5.70460665726015e-06,9.104486913584866e-11,7.283589530867893e-08,3.16775542028167e-09,-4.991530825102631e-11,-1.14092133145203e-09,-4.866019285880678e-08,-1.5838777101408348e-07,-6.082524107350847e-13,-4.866019285880678e-10,-3.1732306685268033e-13,-1.4506197341836817e-11,3.1865704197547028e-09,2.4957654125513153e-09,3.983213024693378e-14,3.1865704197547026e-11,-1.6578511247813505e-10,7.283589530867893e-08,5.704606657260149e-08,9.104486913584864e-13,7.283589530867892e-10,-4.557133290875271e-06,2.433009642940339e-06,-1.1392833227188178e-10,-9.114266581750543e-08,7.919388550704172e-06,3.041262053675423e-11,2.433009642940339e-08,-7.12052076699261e-16,-1.1392833227188177e-12,-4.557133290875271e-10
33,0.0007275890074048512,0.00011014834167237932,3.1832019073962235e-07,7.2758900740485116e-06,0.0028105986334702824,0.0024925829163810346,3.513248291837853e-08,2.8105986334702826e-05,-1.6453749285916953e-06,-1.141030049797302e-07,-1.4397030625177334e-09,-3.2907498571833906e-08,7.288205317723378e-06,5.70515024898651e-06,9.110256647154221e-11,7.288205317723378e-08,3.1616244643840172e-09,-4.992006467863195e-11,-1.1410300497973018e-09,-4.878821959127554e-08,-1.5808122321920086e-07,-6.098527448909442e-13,-4.878821959127554e-10,-3.149350449257541e-13,-1.4397030625177333e-11,3.188589826503977e-09,2.4960032339315975e-09,3.985737283129971e-14,3.1885898265039774e-11,-1.6453749285916953e-10,7.288205317723377e-08,5.705150248986509e-08,9.11025664715422e-13,7.288205317723376e-10,-4.548313297056557e-06,2.4394109795637767e-06,-1.1370783242641392e-10,-9.096626594113114e-08,7.90406116096004e-06,3.049263724454722e-11,2.4394109795637772e-08,-7.106739526650869e-16,-1.1370783242641391e-12,-4.5483132970565564e-10
34,0.000837686524751933,0.0001070144551966958,3.664878545789707e-07,8.37686524751933e-06,0.0028560773747473194,0.002649277240165211,3.570096718434149e-08,2.856077374747319e-05,-1.978964376238014e-06,-1.1342162558846212e-07,-1.7315938292082623e-09,-3.957928752476028e-08,7.1602212645397155e-06,5.671081279423106e-06,8.950276580674643e-11,7.160221264539716e-08,3.317597519952975e-09,-4.962196119495217e-11,-1.134216255884621e-09,-4.514295988529722e-08,-1.6587987599764874e-07,-5.642869985662152e-13,-4.5142959885297216e-10,-3.7878615013930733e-13,-1.731593829208262e-11,3.132596803236125e-09,2.4810980597476083e-09,3.9157460040451554e-14,3.1325968032361246e-11,-1.978964376238014e-10,7.160221264539715e-08,5.6710812794231054e-08,8.950276580674643e-13,7.160221264539715e-10,-4.772696151699304e-06,2.2571479942648606e-06,-1.193174037924826e-10,-9.545392303398609e-08,8.293993799882436e-06,2.8214349928310756e-11,2.257147994264861e-08,-7.457337737030161e-16,-1.1931740379248259e-12,-4.772696151699304e-10
35,0.0008334593882659906,0.00010713796716232484,3.646384823663709e-07,8.334593882659906e-06,0.0028543923931046693,0.002643101641883759,3.567990491380836e-08,2.8543923931046692e-05,-1.965756347053792e-06,-1.134636887209917e-07,-1.720036803672068e-09,-3.931512694107584e-08,7.165454310659941e-06,5.673184436049585e-06,8.956817888324926e-11,7.165454310659941e-08,3.3117291982470867e-09,-4.964036381543387e-11,-1.134636887209917e-09,-4.529586347986703e-08,-1.655864599123543e-07,-5.661982934983378e-13,-4.529586347986703e-10,-3.762580508032648e-13,-1.720036803672068e-11,3.134886260913724e-09,2.4820181907716934e-09,3.9186078261421544e-14,3.134886260913724e-11,-1.965756347053792e-10,7.16545431065994e-08,5.6731844360495844e-08,8.956817888324924e-13,7.16545431065994e-10,-4.764253983457321e-06,2.264793173993351e-06,-1.19106349586433e-10,-9.528507966914641e-08,8.279322995617714e-06,2.8309914674916888e-11,2.2647931739933512e-08,-7.444146849152063e-16,-1.1910634958643302e-12,-4.764253983457321e-10
36,0.0010944851776549663,9.417016103555135e-05,4.788372652240477e-07,1.0944851776549662e-05,0.0031226186345472825,0.0032914919482224326,3.9032732931841026e-08,3.122618634547283e-05,-4.9477198750139535e-06,-1.7493078041466507e-07,-4.329254890637209e-09,-9.895439750027906e-08,1.1354044220736133e-05,8.746539020733252e-06,1.4192555275920166e-10,1.1354044220736133e-07,6.5255965017078025e-09,-7.653221643141596e-11,-1.7493078041466508e-09,-4.657767900215918e-08,-3.262798250853901e-07,-5.822209875269898e-13,-4.657767900215919e-10,-9.470245073268893e-13,-4.3292548906372084e-11,4.9673943465720575e-09,3.826610821570798e-09,6.209242933215072e-14,4.9673943465720575e-11,-4.947719875013953e-10,1.1354044220736133e-07,8.746539020733252e-08,1.4192555275920165e-12,1.1354044220736132e-09,-1.0264126712547609e-05,2.328883950107959e-06,-2.566031678136902e-10,-2.0528253425095217e-07,1.63139912542695e-05,2.9111049376349486e-11,2.3288839501079588e-08,-1.6037697988355637e-15,-2.566031678136902e-12,-1.0264126712547607e-09
37,0.0010801020471906063,9.470406756707252e-05,4.725446456458903e-07,1.0801020471906063e-05,0.003118733565674724,0.003264796621646374,3.8984169570934046e-08,3.118733565674724e-05,-4.860291877662552e-06,-1.7600325018278963e-07,-4.252755392954732e-09,-9.720583755325103e-08,1.139808371029464e-05,8.80016250913948e-06,1.42476046378683e-10,1.1398083710294641e-07,6.501269936219432e-09,-7.700142195497046e-11,-1.760032501827896e-09,-4.821245007678236e-08,-3.250634968109716e-07,-6.026556259597794e-13,-4.821245007678236e-10,-9.302902422088476e-13,-4.252755392954732e-11,4.986661623253905e-09,3.850071097748523e-09,6.23332702906738e-14,4.9866616232539046e-11,-4.860291877662551e-10,1.139808371029464e-07,8.80016250913948e-08,1.4247604637868298e-12,1.139808371029464e-09,-1.0225863398138208e-05,2.410622503839118e-06,-2.556465849534552e-10,-2.0451726796276416e-07,1.6253174840548576e-05,3.013278129798897e-11,2.410622503839118e-08,-1.597791155959095e-15,-2.5564658495345517e-12,-1.0225863398138208e-09
38,0.0011227891560904517,9.310381997340946e-05,4.912202557895726e-07,1.1227891560904516e-05,0.0031299348929664625,0.003344809001329528,3.912418616208078e-08,3.129934892966463e-05,-5.1210937954094934e-06,-1.7270037011849482e-07,-4.4809570709833074e-09,-1.0242187590818988e-07,1.1266374147118388e-05,8.635018505924741e-06,1.4082967683897984e-10,1.1266374147118388e-07,6.571572239839055e-09,-7.555641192684149e-11,-1.7270037011849483e-09,-4.327466244471574e-08,-3.285786119919527e-07,-5.409332805589468e-13,-4.3274662444715745e-10,-9.802093592775983e-13,-4.4809570709833064e-11,4.929038689364295e-09,3.777820596342074e-09,6.161298361705368e-14,4.929038689364295e-11,-5.121093795409493e-10,1.1266374147118387e-07,8.635018505924741e-08,1.4082967683897983e-12,1.1266374147118387e-09,-1.0336442063605335e-05,2.163733122235787e-06,-2.5841105159013335e-10,-2.067288412721067e-07,1.6428930599597635e-05,2.7046664027947337e-11,2.163733122235787e-08,-1.6150690724383336e-15,-2.5841105159013334e-12,-1.0336442063605334e-09
39,0.001108586112040019,9.364155997068424e-05,4.850064240175082e-07,1.1085861120400189e-05,0.0031263190585703675,0.003317922001465789,3.907898823212959e-08,3.1263190585703674e-05,-5.033877846394605e-06,-1.738397319402383e-07,-4.404643115595279e-09,-1.006775569278921e-07,1.1310531017524132e-05,8.691986597011914e-06,1.4138163771905163e-10,1.1310531017524132e-07,6.5488232583677255e-09,-7.605488272385425e-11,-1.7383973194023827e-09,-4.4946491492435057e-08,-3.274411629183862e-07,-5.618311436554382e-13,-4.4946491492435055e-10,-9.635156815364673e-13,-4.404643115595279e-11,4.948357320166808e-09,3.802744136192712e-09,6.185446650208509e-14,4.9483573201668076e-11,-5.033877846394605e-10,1.131053101752413e-07,8.691986597011913e-08,1.4138163771905163e-12,1.131053101752413e-09,-1.030066013495835e-05,2.2473245746217527e-06,-2.5751650337395875e-10,-2.06013202699167e-07,1.637205814591931e-05,2.8091557182771906e-11,2.2473245746217525e-08,-1.6094781460872422e-15,-2.575165033739588e-12,-1.030066013495835e-09
44,0.0006276902972763473,9.807734385921563e-05,2.7461450505840195e-07,6.2769029727634725e-06,0.003518339126422864,0.0030961328070392194,4.39792390802858e-08,3.5183391264228636e-05,-2.5038281569668933e-06,-1.7536013629738172e-07,-2.1908496373460317e-09,-5.007656313933787e-08,1.1840932108129771e-05,8.768006814869086e-06,1.4801165135162211e-10,1.184093210812977e-07,6.329079995650407e-09,-7.672005963010449e-11,-1.7536013629738172e-09,-6.62818511890597e-08,-3.164539997825204e-07,-8.285231398632462e-13,-6.628185118905971e-10,-4.792483581694444e-13,-2.1908496373460317e-11,5.1804077973067736e-09,3.836002981505225e-09,6.475509746633467e-14,5.1804077973067736e-11,-2.5038281569668935e-10,1.1840932108129768e-07,8.768006814869085e-08,1.4801165135162208e-12,1.1840932108129767e-09,-1.2900237569543328e-05,3.314092559452985e-06,-3.225059392385832e-10,-2.580047513908666e-07,1.5822699989126015e-05,4.142615699316231e-11,3.3140925594529856e-08,-2.015662120241145e-15,-3.225059392385832e-12,-1.2900237569543328e-09
45,0.0006232757530257473,9.823646774953511e-05,2.7268314194876445e-07,6.232757530257472e-06,0.0035166649547325405,0.003088176612523245,4.395831193415675e-08,3.5166649547325406e-05,-2.482169657479274e-06,-1.7556207262027732e-07,-2.171898450294365e-09,-4.964339314958548e-08,1.1855353353261336e-05,8.778103631013865e-06,1.481919169157667e-10,1.1855353353261337e-07,6.320049377816283e-09,-7.680840677137131e-11,-1.755620726202773e-09,-6.680167069435523e-08,-3.1600246889081415e-07,-8.350208836794403e-13,-6.680167069435523e-10,-4.751027860018923e-13,-2.1718984502943647e-11,5.1867170920518345e-09,3.840420338568566e-09,6.483396365064793e-14,5.186717092051834e-11,-2.4821696574792743e-10,1.1855353353261337e-07,8.778103631013865e-08,1.4819191691576669e-12,1.1855353353261336e-09,-1.2881830926628399e-05,3.340083534717761e-06,-3.2204577316570997e-10,-2.5763661853256803e-07,1.5800123444540707e-05,4.175104418397201e-11,3.3400835347177615e-08,-2.0127860822856874e-15,-3.2204577316570996e-12,-1.2881830926628399e-09
46,0.0010662538586865456,7.958481583891987e-05,4.6648606317536367e-07,1.0662538586865455e-05,0.003611708572185461,0.004020759208054007,4.514635715231826e-08,3.611708572185461e-05,-4.866364375273255e-06,-1.357484957941772e-07,-4.258068828364099e-09,-9.73272875054651e-08,1.0238148338195188e-05,6.7874247897088595e-06,1.2797685422743984e-10,1.0238148338195188e-07,6.84645236330781e-09,-5.938996690995253e-11,-1.3574849579417719e-09,1.6041714816970884e-09,-3.4232261816539047e-07,2.0052143521213605e-14,1.6041714816970885e-11,-9.314525562046463e-13,-4.258068828364098e-11,4.4791898979603936e-09,2.9694983454976258e-09,5.5989873724504914e-14,4.4791898979603935e-11,-4.866364375273255e-10,1.0238148338195187e-07,6.78742478970886e-08,1.2797685422743981e-12,1.0238148338195187e-09,-1.3954771002409461e-05,-8.020857408485441e-08,-3.488692750602365e-10,-2.7909542004818925e-07,1.7116130908269522e-05,-1.00260717606068e-12,-8.020857408485441e-10,-2.1804329691264782e-15,-3.4886927506023653e-12,-1.395477100240946e-09
47,0.0010628322644770098,7.975707259266537e-05,4.6498911570869177e-07,1.0628322644770097e-05,0.0036117405602738963,0.0040121463703667315,4.51467570034237e-08,3.611740560273896e-05,-4.846900838582743e-06,-1.3624192367536724e-07,-4.2410382337599005e-09,-9.693801677165486e-08,1.0251368223102367e-05,6.812096183768361e-06,1.2814210278877957e-10,1.0251368223102366e-07,6.8466342773733885e-09,-5.960584160797316e-11,-1.362419236753672e-09,9.38629549129097e-10,-3.423317138686694e-07,1.1732869364113713e-14,9.38629549129097e-12,-9.277271136349781e-13,-4.2410382337599e-11,4.484973597607285e-09,2.980292080398658e-09,5.6062169970091055e-14,4.4849735976072846e-11,-4.846900838582743e-10,1.0251368223102366e-07,6.81209618376836e-08,1.2814210278877956e-12,1.0251368223102366e-09,-1.3955141788473916e-05,-4.6931477456454854e-08,-3.488785447118479e-10,-2.791028357694783e-07,1.7116585693433467e-05,-5.866434682056857e-13,-4.693147745645485e-10,-2.180490904449049e-15,-3.4887854471184787e-12,-1.3955141788473915e-09
52,0.002513437950418929,0.00015645108643309435,1.0996291033082815e-06,2.5134379504189288e-05,0.00014760354919097677,0.00017744567834528314,1.8450443648872093e-09,1.4760354919097676e-06,-2.3081541046357684e-05,-7.11196519840979e-07,-2.0196348415562973e-08,-4.616308209271537e-07,2.9884424419061267e-05,3.5559825992048945e-05,3.7355530523826583e-10,2.988442441906127e-07,8.924278678203631e-10,-3.1114847743042826e-10,-7.111965198409789e-09,-1.813758997099768e-08,-4.462139339101815e-08,-2.2671987463747098e-13,-1.813758997099768e-10,-4.4179512159044e-12,-2.019634841556297e-10,1.3074435683339302e-08,1.5557423871521412e-08,1.6343044604174127e-13,1.30744356833393e-10,-2.3081541046357685e-09,2.988442441906126e-07,3.555982599204894e-07,3.735553052382658e-12,2.9884424419061262e-09,-3.50181112969903e-08,9.06879498549884e-07,-8.754527824247574e-13,-7.003622259398059e-10,2.2310696695509074e-06,1.133599373187355e-11,9.06879498549884e-09,-5.4715798901547335e-18,-8.754527824247574e-15,-3.5018111296990295e-12
53,0.0024902368565152787,0.00015648013749244792,1.0894786247254342e-06,2.4902368565152783e-05,0.0001470118209012198,0.0001759931253776057,1.8376477612652473e-09,1.470118209012198e-06,-2.2684310079150834e-05,-7.056960944047884e-07,-1.9848771319256976e-08,-4.536862015830166e-07,2.977397751385054e-05,3.5284804720239415e-05,3.721747189231317e-10,2.977397751385054e-07,8.817378678748554e-10,-3.087420413020949e-10,-7.056960944047883e-09,-1.7999294844019822e-08,-4.408689339374277e-08,-2.2499118555024774e-13,-1.799929484401982e-10,-4.341918726087464e-12,-1.9848771319256976e-10,1.302611516230961e-08,1.5437102065104743e-08,1.628264395288701e-13,1.302611516230961e-10,-2.2684310079150834e-09,2.9773977513850534e-07,3.528480472023941e-07,3.721747189231317e-12,2.9773977513850537e-09,-3.459864478170667e-08,8.999647422009909e-07,-8.649661195426667e-13,-6.919728956341334e-10,2.204344669687138e-06,1.1249559277512387e-11,8.999647422009911e-09,-5.406038247141667e-18,-8.649661195426666e-15,-3.459864478170667e-12
54,0.004124358014496748,0.00015412298580344327,1.8044066313423272e-06,4.124358014496748e-05,0.00018852626973086945,0.00029385070982783736,2.356578371635868e-09,1.8852626973086947e-06,-6.201548057436735e-05,-1.1338467315046216e-06,-5.4263545502571434e-08,-1.240309611487347e-06,3.72007549911695e-05,5.669233657523108e-05,4.650094373896187e-10,3.72007549911695e-07,1.8595092611328077e-09,-4.960579450332719e-10,-1.1338467315046216e-08,-2.8687914080248465e-08,-9.297546305664037e-08,-3.585989260031058e-13,-2.8687914080248466e-10,-1.1870150578687499e-11,-5.426354550257142e-10,1.6275330308636652e-08,2.4802897251663594e-08,2.0344162885795815e-13,1.6275330308636653e-10,-6.201548057436735e-09,3.72007549911695e-07,5.669233657523107e-07,4.6500943738961866e-12,3.7200754991169496e-09,-7.296556350618151e-08,1.434395704012423e-06,-1.824139087654538e-12,-1.4593112701236305e-09,4.648773152832018e-06,1.7929946300155288e-11,1.434395704012423e-08,-1.1400869297840862e-17,-1.8241390876545378e-14,-7.296556350618152e-12
55,0.004087397710482698,0.00015418343145384692,1.7882364983361805e-06,4.087397710482698e-05,0.00018759103359253053,0.00029082842730765446,2.3448879199066316e-09,1.8759103359253054e-06,-6.0846242353535576e-05,-1.1233279029059935e-06,-5.3240462059343625e-08,-1.2169248470707113e-06,3.704130978842449e-05,5.616639514529967e-05,4.6301637235530615e-10,3.704130978842449e-07,1.8319725043909657e-09,-4.914559575213721e-10,-1.1233279029059935e-08,-2.8427154401383972e-08,-9.159862521954827e-08,-3.553394300172996e-13,-2.842715440138397e-10,-1.1646351075481417e-11,-5.324046205934362e-10,1.6205573032435716e-08,2.4572797876068604e-08,2.0256966290544643e-13,1.6205573032435715e-10,-6.084624235353557e-09,3.704130978842449e-07,5.616639514529967e-07,4.630163723553061e-12,3.704130978842449e-09,-7.188504456777239e-08,1.4213577200691986e-06,-1.7971261141943097e-12,-1.4377008913554479e-09,4.579931260977413e-06,1.776697150086498e-11,1.4213577200691985e-08,-1.1232038213714435e-17,-1.7971261141943098e-14,-7.1885044567772395e-12
56,0.001345773754287758,0.00011284025096310171,5.887760175008941e-07,1.3457737542877581e-05,0.0022157119598957254,0.0023579874518449154,2.7696399498696564e-08,2.215711959895725e-05,-1.0444125490913205e-05,-3.8368293975941737e-07,-9.138609804549053e-09,-2.0888250981826408e-07,2.1635758251193843e-05,1.918414698797087e-05,2.70446978139923e-10,2.1635758251193843e-07,9.085058726612264e-09,-1.6786128614474509e-10,-3.836829397594173e-09,-1.2422585071018996e-07,-4.5425293633061315e-07,-1.5528231338773745e-12,-1.2422585071018997e-09,-1.9990708947451053e-12,-9.138609804549053e-11,9.465644234897305e-09,8.393064307237253e-09,1.183205529362163e-13,9.465644234897305e-11,-1.0444125490913205e-09,2.163575825119384e-07,1.9184146987970866e-07,2.70446978139923e-12,2.163575825119384e-09,-8.38144335303801e-06,6.211292535509497e-06,-2.095360838259502e-10,-1.6762886706076018e-07,2.2712646816530653e-05,7.764115669386872e-11,6.211292535509498e-08,-1.3096005239121887e-15,-2.0953608382595018e-12,-8.381443353038008e-10
57,0.00132485785560129,0.00011333316013361163,5.796253118255643e-07,1.3248578556012898e-05,0.0022089110782143487,0.002333341993319418,2.7611388477679353e-08,2.2089110782143483e-05,-1.0203081779582147e-05,-3.837899401018412e-07,-8.927696557134379e-09,-2.0406163559164295e-07,2.1682081411349108e-05,1.918949700509206e-05,2.7102601764186384e-10,2.1682081411349108e-07,9.00165850388893e-09,-1.679080987945555e-10,-3.837899401018411e-09,-1.2531754074795345e-07,-4.500829251944465e-07,-1.5664692593494182e-12,-1.2531754074795346e-09,-1.9529336218731453e-12,-8.927696557134378e-11,9.485910617465233e-09,8.395404939727774e-09,1.1857388271831542e-13,9.485910617465233e-11,-1.0203081779582148e-09,2.1682081411349103e-07,1.9189497005092056e-07,2.7102601764186377e-12,2.1682081411349103e-09,-8.304502271706438e-06,6.265877037397673e-06,-2.0761255679266097e-10,-1.6609004543412877e-07,2.250414625972232e-05,7.83234629674709e-11,6.265877037397672e-08,-1.297578479954131e-15,-2.07612556792661e-12,-8.304502271706439e-10
58,0.001560232951072102,0.00010749515981103016,6.826019160940446e-07,1.560232951072102e-05,0.002281863506983847,0.0026252420094484926,2.8523293837298088e-08,2.2818635069838474e-05,-1.3058287412894412e-05,-3.778218067623029e-07,-1.142600148628261e-08,-2.611657482578882e-07,2.107868690996516e-05,1.8891090338115145e-05,2.634835863745645e-10,2.1078686909965162e-07,9.923316012743955e-09,-1.6529704045850752e-10,-3.778218067623028e-09,-1.1030989785570688e-07,-4.961658006371977e-07,-1.378873723196336e-12,-1.1030989785570689e-09,-2.4994378251243207e-12,-1.142600148628261e-10,9.221925523109756e-09,8.264852022925376e-09,1.1527406903887195e-13,9.221925523109757e-11,-1.3058287412894412e-09,2.107868690996516e-07,1.8891090338115141e-07,2.6348358637456445e-12,2.107868690996516e-09,-9.15477968144323e-06,5.515494892785344e-06,-2.2886949203608074e-10,-1.830955936288646e-07,2.480829003185988e-05,6.89436861598168e-11,5.515494892785344e-08,-1.4304343252255046e-15,-2.2886949203608072e-12,-9.15477968144323e-10
59,0.0015396129565848175,0.00010803388597960622,6.735806685058576e-07,1.5396129565848172e-05,0.0022758081978641216,0.0025983057010196893,2.844760247330152e-08,2.2758081978641216e-05,-1.2795845896152364e-05,-3.7879094127160095e-07,-1.1196365159133318e-08,-2.5591691792304724e-07,2.1138595476905202e-05,1.8939547063580044e-05,2.64232443461315e-10,2.11385954769052e-07,9.844525895096813e-09,-1.6572103680632537e-10,-3.787909412716009e-09,-1.1187512304502045e-07,-4.922262947548407e-07,-1.3984390380627555e-12,-1.1187512304502044e-09,-2.4492048785604132e-12,-1.1196365159133317e-10,9.248135521146023e-09,8.286051840316269e-09,1.156016940143253e-13,9.248135521146025e-11,-1.2795845896152363e-09,2.1138595476905197e-07,1.8939547063580045e-07,2.6423244346131495e-12,2.1138595476905194e-09,-9.082091663928901e-06,5.5937561522510215e-06,-2.2705229159822252e-10,-1.8164183327857803e-07,2.461131473774203e-05,6.992195190313776e-11,5.5937561522510223e-08,-1.4190768224888906e-15,-2.270522915982225e-12,-9.082091663928901e-10
60,0.0007099917332623083,0.00010629673424519386,3.1062138330225984e-07,7.099917332623082e-06,0.0030193740561130084,0.002685163287740307,3.7742175701412606e-08,3.0193740561130086e-05,-1.6446097202837145e-06,-1.1181748669562084e-07,-1.4390335052482503e-09,-3.289219440567429e-08,7.2425618492981e-06,5.590874334781042e-06,9.053202311622624e-11,7.242561849298099e-08,3.381849992532901e-09,-4.892015042933411e-11,-1.1181748669562083e-09,-4.7038391021577525e-08,-1.6909249962664503e-07,-5.879798877697191e-13,-4.703839102157753e-10,-3.147885792730547e-13,-1.4390335052482501e-11,3.1686208090679183e-09,2.4460075214667054e-09,3.9607760113348975e-14,3.168620809067918e-11,-1.6446097202837145e-10,7.242561849298098e-08,5.590874334781041e-08,9.053202311622623e-13,7.242561849298098e-10,-5.400917702083399e-06,2.3519195510788763e-06,-1.3502294255208497e-10,-1.0801835404166798e-07,8.454624981332251e-06,2.939899438848595e-11,2.3519195510788763e-08,-8.43893390950531e-16,-1.3502294255208496e-12,-5.400917702083399e-10
61,0.0007099753745260241,0.00010629722900288587,3.1061422635513553e-07,7.09975374526024e-06,0.0030193671744206565,0.002685138549855707,3.77420896802582e-08,3.0193671744206565e-05,-1.6445611983914969e-06,-1.1181765406235333e-07,-1.4389910485925598e-09,-3.289122396782994e-08,7.242584021390471e-06,5.590882703117666e-06,9.053230026738088e-11,7.242584021390472e-08,3.3818268690664936e-09,-4.8920223652279576e-11,-1.1181765406235331e-09,-4.703906159985799e-08,-1.6909134345332466e-07,-5.879882699982248e-13,-4.703906159985799e-10,-3.147792918796224e-13,-1.4389910485925596e-11,3.168630509358331e-09,2.4460111826139786e-09,3.960788136697913e-14,3.168630509358331e-11,-1.644561198391497e-10,7.24258402139047e-08,5.590882703117666e-08,9.053230026738087e-13,7.24258402139047e-10,-5.400880773201476e-06,2.3519530799928995e-06,-1.3502201933003687e-10,-1.080176154640295e-07,8.454567172666231e-06,2.9399413499911244e-11,2.3519530799928996e-08,-8.438876208127305e-16,-1.3502201933003688e-12,-5.400880773201476e-10
62,0.001029272358966167,9.574079812222688e-05,4.50306657047698e-07,1.029272358966167e-05,0.003134532630899827,0.0032129600938886568,3.918165788624783e-08,3.134532630899827e-05,-2.67722925278594e-06,-1.041763837256818e-07,-2.3425755961876977e-09,-5.3544585055718804e-08,6.739677634020171e-06,5.20881918628409e-06,8.424597042525214e-11,6.739677634020172e-08,3.783745944136565e-09,-4.557716787998578e-11,-1.041763837256818e-09,-3.034513975989163e-08,-1.8918729720682824e-07,-3.7931424699864533e-13,-3.034513975989163e-10,-5.124384116660587e-13,-2.342575596187697e-11,2.9486089648838246e-09,2.278858393999289e-09,3.68576120610478e-14,2.948608964883825e-11,-2.67722925278594e-10,6.73967763402017e-08,5.208819186284089e-08,8.424597042525212e-13,6.73967763402017e-10,-6.042757808594499e-06,1.5172569879945814e-06,-1.5106894521486247e-10,-1.2085515617188997e-07,9.459364860341411e-06,1.8965712349932267e-11,1.5172569879945817e-08,-9.441809075928905e-16,-1.5106894521486246e-12,-6.042757808594499e-10
63,0.00102925711807969,9.574135167718571e-05,4.5029998915986425e-07,1.0292571180796898e-05,0.0031345281913813987,0.003212932416140715,3.918160239226748e-08,3.134528191381399e-05,-2.677176170423897e-06,-1.0417698375566284e-07,-2.34252914912091e-09,-5.3543523408477936e-08,6.739704648710578e-06,5.208849187783141e-06,8.424630810888222e-11,6.739704648710578e-08,3.7837298671119805e-09,-4.5577430393102486e-11,-1.0417698375566283e-09,-3.034612094401486e-08,-1.8918649335559902e-07,-3.793265118001858e-13,-3.034612094401486e-10,-5.124282513701989e-13,-2.3425291491209096e-11,2.9486207838108776e-09,2.278871519655124e-09,3.6857759797635967e-14,2.9486207838108774e-11,-2.677176170423897e-10,6.739704648710578e-08,5.2088491877831407e-08,8.424630810888221e-13,6.739704648710577e-10,-6.0427321330953295e-06,1.517306047200743e-06,-1.5106830332738323e-10,-1.208546426619066e-07,9.459324667779949e-06,1.8966325590009285e-11,1.5173060472007428e-08,-9.441768957961451e-16,-1.5106830332738322e-12,-6.042732133095329e-10
